# Exported: 2026-04-06 | Filters: None (all vulnerabilities)
CVE,Severity,KEV,Status,Server,Package,Version,Fixed Version,First Detected,Last Seen,Fixed Date,Scanner
RUSTSEC-2026-0048,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.37.0,0.39.0,6 abr 2026,6 abr 2026,,jadi
GHSA-f269-vfmq-vjvj,HIGH,No,Open,WindowsRunner,undici,6.23.0,6.24.0,6 abr 2026,6 abr 2026,,jadi
GHSA-x4qr-2fvf-3mr5,HIGH,No,Open,WindowsRunner,openssl-src,111.24.0+1.1.1s,111.25.0,6 abr 2026,6 abr 2026,,jadi
GHSA-grv7-fg5c-xmjg,HIGH,No,Open,WindowsRunner,braces,3.0.2,3.0.3,6 abr 2026,6 abr 2026,,jadi
GHSA-fg7r-2g4j-5cgr,HIGH,No,Open,WindowsRunner,tokio,1.6.2,1.8.4,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0046,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.37.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0046,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.37.1,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-9f94-5g5w-gf6r,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.35.0,0.39.0,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2021-0080,HIGH,No,Open,WindowsRunner,tar,0.4.16,0.4.36,6 abr 2026,6 abr 2026,,jadi
GHSA-vrm6-8vpv-qv8q,HIGH,No,Open,WindowsRunner,undici,5.29.0,6.24.0,6 abr 2026,6 abr 2026,,jadi
GHSA-r8w9-5wcg-vfj7,HIGH,No,Open,WindowsRunner,mio,0.8.5,0.8.11,6 abr 2026,6 abr 2026,,jadi
GHSA-7r86-cg39-jmmj,HIGH,No,Open,WindowsRunner,minimatch,3.0.4,3.1.3,6 abr 2026,6 abr 2026,,jadi
GHSA-fg7r-2g4j-5cgr,HIGH,No,Open,WindowsRunner,tokio,1,1.8.4,6 abr 2026,6 abr 2026,,jadi
GHSA-f8q6-p94x-37v3,HIGH,No,Open,WindowsRunner,minimatch,3.0.4,3.0.5,6 abr 2026,6 abr 2026,,jadi
GHSA-c2c7-rcm5-vvqj,HIGH,No,Open,WindowsRunner,picomatch,4.0.3,4.0.4,6 abr 2026,6 abr 2026,,jadi
GHSA-xhpv-hc6g-r9c6,HIGH,No,Open,WindowsRunner,handlebars,4.7.8,4.7.9,6 abr 2026,6 abr 2026,,jadi
GHSA-hfpc-8r3f-gw53,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.34.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-xjpj-3mr7-gcpf,HIGH,No,Open,WindowsRunner,handlebars,4.7.8,4.7.9,6 abr 2026,6 abr 2026,,jadi
GHSA-vrm6-8vpv-qv8q,HIGH,No,Open,WindowsRunner,undici,6.23.0,6.24.0,6 abr 2026,6 abr 2026,,jadi
GHSA-rf6f-7fwh-wjgh,HIGH,No,Open,WindowsRunner,flatted,3.3.3,3.4.2,6 abr 2026,6 abr 2026,,jadi
GHSA-fg7r-2g4j-5cgr,HIGH,No,Open,WindowsRunner,tokio,0.1.22,1.8.4,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0042,HIGH,No,Open,WindowsRunner,aws-lc-fips-sys,0.13.6,0.13.13,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0048,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.38.0,0.39.0,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0046,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.30.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0042,HIGH,No,Open,WindowsRunner,aws-lc-fips-sys,0.13.8,0.13.13,6 abr 2026,6 abr 2026,,jadi
GHSA-r8w9-5wcg-vfj7,HIGH,No,Open,WindowsRunner,mio,0.8.4,0.8.11,6 abr 2026,6 abr 2026,,jadi
GHSA-m5pq-gvj9-9vr8,HIGH,No,Open,WindowsRunner,regex,1.0,1.5.5,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0042,HIGH,No,Open,WindowsRunner,aws-lc-fips-sys,0.13.12,0.13.13,6 abr 2026,6 abr 2026,,jadi
GHSA-v9p9-hfj2-hcw8,HIGH,No,Open,WindowsRunner,undici,6.23.0,6.24.0,6 abr 2026,6 abr 2026,,jadi
GHSA-qc84-gqf4-9926,HIGH,No,Open,WindowsRunner,crossbeam-utils,0.8.0,0.8.7,6 abr 2026,6 abr 2026,,jadi
GHSA-2gqc-6j2q-83qp,HIGH,No,Open,WindowsRunner,cmov,0.4.3,0.4.4,6 abr 2026,6 abr 2026,,jadi
GHSA-ww39-953v-wcq6,HIGH,No,Open,WindowsRunner,glob-parent,5.1.1,5.1.2,6 abr 2026,6 abr 2026,,jadi
GHSA-c2c7-rcm5-vvqj,HIGH,No,Open,WindowsRunner,picomatch,2.3.1,2.3.2,6 abr 2026,6 abr 2026,,jadi
GHSA-3ppc-4f35-3m26,HIGH,No,Open,WindowsRunner,minimatch,9.0.4,9.0.6,6 abr 2026,6 abr 2026,,jadi
CVE-2022-35826,HIGH,No,Open,DCPROD,Microsoft Visual Studio 14.0,14.0,,6 abr 2026,6 abr 2026,,jadi
CVE-2022-35777,HIGH,No,Open,DCPROD,Microsoft Visual Studio 14.0,14.0,,6 abr 2026,6 abr 2026,,jadi
CVE-2022-29143,HIGH,No,Open,DCPROD,Microsoft SQL Server,unknown,,6 abr 2026,6 abr 2026,,jadi
CVE-2023-21528,HIGH,No,Open,DCPROD,Microsoft SQL Server,unknown,,6 abr 2026,6 abr 2026,,jadi
CVE-2023-21704,HIGH,No,Open,DCPROD,Microsoft SQL Server,unknown,,6 abr 2026,6 abr 2026,,jadi
CVE-2022-35827,HIGH,No,Open,DCPROD,Microsoft Visual Studio 14.0,14.0,,6 abr 2026,6 abr 2026,,jadi
CVE-2023-24897,HIGH,No,Open,DCPROD,Microsoft Visual Studio 14.0,14.0,,6 abr 2026,6 abr 2026,,jadi
CVE-2023-36420,HIGH,No,Open,DCPROD,Microsoft SQL Server,unknown,,6 abr 2026,6 abr 2026,,jadi
CVE-2022-38012,HIGH,No,Open,DCPROD,edge_chromium (microsoft),146.0.3856.97,,6 abr 2026,6 abr 2026,,jadi
CVE-2023-32028,HIGH,No,Open,DCPROD,Microsoft SQL Server,unknown,,6 abr 2026,6 abr 2026,,jadi
CVE-2023-36785,HIGH,No,Open,DCPROD,Microsoft SQL Server,unknown,,6 abr 2026,6 abr 2026,,jadi
CVE-2023-21718,HIGH,No,Open,DCPROD,Microsoft SQL Server,unknown,,6 abr 2026,6 abr 2026,,jadi
CVE-2022-23276,HIGH,No,Open,DCPROD,Microsoft SQL Server,unknown,,6 abr 2026,6 abr 2026,,jadi
CVE-2022-35825,HIGH,No,Open,DCPROD,Microsoft Visual Studio 14.0,14.0,,6 abr 2026,6 abr 2026,,jadi
CVE-2023-21705,HIGH,No,Open,DCPROD,Microsoft SQL Server,unknown,,6 abr 2026,6 abr 2026,,jadi
GHSA-7jgj-8wvc-jh57,HIGH,No,Open,DCPROD,System.Net.Http,4.3.0,4.3.4,6 abr 2026,6 abr 2026,,jadi
GHSA-xhfc-gr8f-ffwc,HIGH,No,Open,DCPROD,System.Private.Uri,4.3.0,4.3.2,6 abr 2026,6 abr 2026,,jadi
CVE-2023-21713,HIGH,No,Open,DCPROD,Microsoft SQL Server,unknown,,6 abr 2026,6 abr 2026,,jadi
CVE-2023-36417,HIGH,No,Open,DCPROD,Microsoft SQL Server,unknown,,6 abr 2026,6 abr 2026,,jadi
CVE-2024-0056,HIGH,No,Open,DCPROD,Microsoft SQL Server,unknown,,6 abr 2026,6 abr 2026,,jadi
CVE-2023-29356,HIGH,No,Open,DCPROD,Microsoft SQL Server,unknown,,6 abr 2026,6 abr 2026,,jadi
CVE-2023-32026,HIGH,No,Open,DCPROD,Microsoft SQL Server,unknown,,6 abr 2026,6 abr 2026,,jadi
CVE-2024-20656,HIGH,No,Open,DCPROD,Microsoft Visual Studio 14.0,14.0,,6 abr 2026,6 abr 2026,,jadi
CVE-2023-32027,HIGH,No,Open,DCPROD,Microsoft SQL Server,unknown,,6 abr 2026,6 abr 2026,,jadi
CVE-2023-29349,HIGH,No,Open,DCPROD,Microsoft SQL Server,unknown,,6 abr 2026,6 abr 2026,,jadi
CVE-2023-32025,HIGH,No,Open,DCPROD,Microsoft SQL Server,unknown,,6 abr 2026,6 abr 2026,,jadi
GHSA-5f2m-466j-3848,HIGH,No,Open,DCPROD,System.Private.Uri,4.3.0,4.3.2,6 abr 2026,6 abr 2026,,jadi
CVE-2025-49739,HIGH,No,Open,DCPROD,Microsoft Visual Studio 14.0,14.0,,6 abr 2026,6 abr 2026,,jadi
CVE-2023-36730,HIGH,No,Open,DCPROD,Microsoft SQL Server,unknown,,6 abr 2026,6 abr 2026,,jadi
CVE-2022-43650,HIGH,No,Open,DCPROD,WinRAR,unknown,,6 abr 2026,6 abr 2026,,jadi
CVE-2023-23384,HIGH,No,Open,DCPROD,Microsoft SQL Server,unknown,,6 abr 2026,6 abr 2026,,jadi
CVE-2023-38169,HIGH,No,Open,DCPROD,Microsoft SQL Server,unknown,,6 abr 2026,6 abr 2026,,jadi
GHSA-cmhx-cq75-c4mj,HIGH,No,Open,DCPROD,System.Text.RegularExpressions,4.3.0,4.3.1,6 abr 2026,6 abr 2026,,jadi
GHSA-wwq9-3cpr-mm53,HIGH,No,Open,WindowsRunner,hashbrown,0.15.0,0.15.1,6 abr 2026,6 abr 2026,,trivy
CVE-2023-0286,HIGH,No,Open,WindowsRunner,openssl-src,111.24.0+1.1.1s,"111.25.0, 300.0.12",6 abr 2026,6 abr 2026,,trivy
CVE-2023-0215,HIGH,No,Open,WindowsRunner,openssl-src,111.24.0+1.1.1s,"111.25.0, 300.0.12",6 abr 2026,6 abr 2026,,trivy
CVE-2022-4450,HIGH,No,Open,WindowsRunner,openssl-src,111.24.0+1.1.1s,"111.25.0, 300.0.12",6 abr 2026,6 abr 2026,,trivy
GHSA-9qwg-crg9-m2vc,HIGH,No,Open,WindowsRunner,openssl,0.10.45,0.10.48,6 abr 2026,6 abr 2026,,trivy
GHSA-6hcf-g6gr-hhcr,HIGH,No,Open,WindowsRunner,openssl,0.10.45,0.10.48,6 abr 2026,6 abr 2026,,trivy
CVE-2024-27308,HIGH,No,Open,WindowsRunner,mio,0.8.5,0.8.11,6 abr 2026,6 abr 2026,,trivy
GHSA-vw5v-4f2q-w9xf,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.31.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-hfpc-8r3f-gw53,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.31.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-9f94-5g5w-gf6r,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.31.0,0.39.0,6 abr 2026,6 abr 2026,,jadi
GHSA-65p9-r9h6-22vj,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.31.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-vw5v-4f2q-w9xf,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.37.1,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-hfpc-8r3f-gw53,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.37.1,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-9f94-5g5w-gf6r,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.37.1,0.39.0,6 abr 2026,6 abr 2026,,jadi
GHSA-65p9-r9h6-22vj,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.37.1,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-394x-vwmw-crm3,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.37.1,0.39.0,6 abr 2026,6 abr 2026,,jadi
GHSA-9f94-5g5w-gf6r,HIGH,No,Open,WindowsRunner,aws-lc-fips-sys,0.13.11,0.13.13,6 abr 2026,6 abr 2026,,jadi
GHSA-65p9-r9h6-22vj,HIGH,No,Open,WindowsRunner,aws-lc-fips-sys,0.13.11,0.13.12,6 abr 2026,6 abr 2026,,jadi
GHSA-vw5v-4f2q-w9xf,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.37.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-hfpc-8r3f-gw53,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.37.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-9f94-5g5w-gf6r,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.37.0,0.39.0,6 abr 2026,6 abr 2026,,jadi
GHSA-65p9-r9h6-22vj,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.37.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-394x-vwmw-crm3,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.37.0,0.39.0,6 abr 2026,6 abr 2026,,jadi
CVE-2026-31812,HIGH,No,Open,WindowsRunner,quinn-proto,0.11.13,0.11.14,6 abr 2026,6 abr 2026,,trivy
GHSA-vw5v-4f2q-w9xf,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.30.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-hfpc-8r3f-gw53,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.30.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-9f94-5g5w-gf6r,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.30.0,0.39.0,6 abr 2026,6 abr 2026,,jadi
GHSA-65p9-r9h6-22vj,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.30.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-9f94-5g5w-gf6r,HIGH,No,Open,WindowsRunner,aws-lc-fips-sys,0.13.7,0.13.13,6 abr 2026,6 abr 2026,,jadi
GHSA-65p9-r9h6-22vj,HIGH,No,Open,WindowsRunner,aws-lc-fips-sys,0.13.7,0.13.12,6 abr 2026,6 abr 2026,,jadi
CVE-2022-23639,HIGH,No,Open,WindowsRunner,crossbeam-utils,0.6.6,0.8.7,6 abr 2026,6 abr 2026,,trivy
CVE-2022-24713,HIGH,No,Open,WindowsRunner,regex,1.5.4,1.5.5,6 abr 2026,6 abr 2026,,trivy
CVE-2022-23639,HIGH,No,Open,WindowsRunner,crossbeam-utils,0.8.5,0.8.7,6 abr 2026,6 abr 2026,,trivy
GHSA-q29p-9pfr-j652,HIGH,No,Open,WindowsRunner,libcrux-sha3,0.0.4,0.0.8,6 abr 2026,6 abr 2026,,trivy
GHSA-vw5v-4f2q-w9xf,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.32.2,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-hfpc-8r3f-gw53,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.32.2,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-9f94-5g5w-gf6r,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.32.2,0.39.0,6 abr 2026,6 abr 2026,,jadi
GHSA-65p9-r9h6-22vj,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.32.2,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-394x-vwmw-crm3,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.32.2,0.39.0,6 abr 2026,6 abr 2026,,jadi
GHSA-9f94-5g5w-gf6r,HIGH,No,Open,WindowsRunner,aws-lc-fips-sys,0.13.8,0.13.13,6 abr 2026,6 abr 2026,,jadi
GHSA-65p9-r9h6-22vj,HIGH,No,Open,WindowsRunner,aws-lc-fips-sys,0.13.8,0.13.12,6 abr 2026,6 abr 2026,,jadi
CVE-2024-27308,HIGH,No,Open,WindowsRunner,mio,0.8.9,0.8.11,6 abr 2026,6 abr 2026,,trivy
GHSA-vw5v-4f2q-w9xf,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.29.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-hfpc-8r3f-gw53,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.29.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-9f94-5g5w-gf6r,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.29.0,0.39.0,6 abr 2026,6 abr 2026,,jadi
GHSA-65p9-r9h6-22vj,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.29.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-9f94-5g5w-gf6r,HIGH,No,Open,WindowsRunner,aws-lc-fips-sys,0.13.6,0.13.13,6 abr 2026,6 abr 2026,,jadi
GHSA-65p9-r9h6-22vj,HIGH,No,Open,WindowsRunner,aws-lc-fips-sys,0.13.6,0.13.12,6 abr 2026,6 abr 2026,,jadi
CVE-2026-23519,HIGH,No,Open,WindowsRunner,cmov,0.4.3,0.4.4,6 abr 2026,6 abr 2026,,trivy
GHSA-9f94-5g5w-gf6r,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.38.0,0.39.0,6 abr 2026,6 abr 2026,,jadi
GHSA-394x-vwmw-crm3,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.38.0,0.39.0,6 abr 2026,6 abr 2026,,jadi
GHSA-9f94-5g5w-gf6r,HIGH,No,Open,WindowsRunner,aws-lc-fips-sys,0.13.12,0.13.13,6 abr 2026,6 abr 2026,,jadi
CVE-2026-31802,HIGH,No,Open,WindowsRunner,tar,7.5.7,7.5.11,6 abr 2026,6 abr 2026,,trivy
CVE-2026-29786,HIGH,No,Open,WindowsRunner,tar,7.5.7,7.5.10,6 abr 2026,6 abr 2026,,trivy
CVE-2026-26960,HIGH,No,Open,WindowsRunner,tar,7.5.7,7.5.8,6 abr 2026,6 abr 2026,,trivy
CVE-2026-31802,HIGH,No,Open,WindowsRunner,tar,6.2.1,7.5.11,6 abr 2026,6 abr 2026,,trivy
CVE-2026-29786,HIGH,No,Open,WindowsRunner,tar,6.2.1,7.5.10,6 abr 2026,6 abr 2026,,trivy
CVE-2026-26960,HIGH,No,Open,WindowsRunner,tar,6.2.1,7.5.8,6 abr 2026,6 abr 2026,,trivy
CVE-2026-24842,HIGH,No,Open,WindowsRunner,tar,6.2.1,7.5.7,6 abr 2026,6 abr 2026,,trivy
CVE-2026-23950,HIGH,No,Open,WindowsRunner,tar,6.2.1,7.5.4,6 abr 2026,6 abr 2026,,trivy
CVE-2026-23745,HIGH,No,Open,WindowsRunner,tar,6.2.1,7.5.3,6 abr 2026,6 abr 2026,,trivy
CVE-2026-33671,HIGH,No,Open,WindowsRunner,picomatch,4.0.3,"4.0.4, 3.0.2, 2.3.2",6 abr 2026,6 abr 2026,,trivy
CVE-2026-27904,HIGH,No,Open,WindowsRunner,minimatch,9.0.5,"10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, 3.1.4",6 abr 2026,6 abr 2026,,trivy
CVE-2026-27903,HIGH,No,Open,WindowsRunner,minimatch,9.0.5,"10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, 3.1.3",6 abr 2026,6 abr 2026,,trivy
CVE-2026-26996,HIGH,No,Open,WindowsRunner,minimatch,9.0.5,"10.2.1, 9.0.6, 8.0.5, 7.4.7, 6.2.1, 5.1.7, 4.2.4, 3.1.3",6 abr 2026,6 abr 2026,,trivy
CVE-2026-27904,HIGH,No,Open,WindowsRunner,minimatch,10.1.2,"10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, 3.1.4",6 abr 2026,6 abr 2026,,trivy
CVE-2026-27903,HIGH,No,Open,WindowsRunner,minimatch,10.1.2,"10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, 3.1.3",6 abr 2026,6 abr 2026,,trivy
CVE-2026-26996,HIGH,No,Open,WindowsRunner,minimatch,10.1.2,"10.2.1, 9.0.6, 8.0.5, 7.4.7, 6.2.1, 5.1.7, 4.2.4, 3.1.3",6 abr 2026,6 abr 2026,,trivy
CVE-2025-64756,HIGH,No,Open,WindowsRunner,glob,10.4.2,"11.1.0, 10.5.0",6 abr 2026,6 abr 2026,,trivy
CVE-2026-33228,HIGH,No,Open,WindowsRunner,flatted,3.4.1,3.4.2,6 abr 2026,6 abr 2026,,trivy
CVE-2024-21538,HIGH,No,Open,WindowsRunner,cross-spawn,7.0.3,"7.0.5, 6.0.6",6 abr 2026,6 abr 2026,,trivy
CVE-2026-25679,HIGH,No,Open,V13,stdlib,v1.25.7,"1.25.8, 1.26.1",6 abr 2026,6 abr 2026,,trivy
CVE-2026-34986,HIGH,No,Open,V13,github.com/go-jose/go-jose/v4,v4.1.1,4.1.4,6 abr 2026,6 abr 2026,,trivy
CVE-2026-34986,HIGH,No,Open,V13,github.com/go-jose/go-jose/v3,v3.0.4,3.0.5,6 abr 2026,6 abr 2026,,trivy
CVE-2026-26127,HIGH,No,Open,V13,Microsoft.Bcl.Memory,9.0.0,"9.0.14, 10.0.4",6 abr 2026,6 abr 2026,,trivy
CVE-2026-32933,HIGH,No,Open,V13,AutoMapper,12.0.0,"16.1.1, 15.1.1",6 abr 2026,6 abr 2026,,trivy
CVE-2026-32933,HIGH,No,Open,V13,AutoMapper,13.0.1,"16.1.1, 15.1.1",6 abr 2026,6 abr 2026,,trivy
CVE-2026-21441,HIGH,No,Open,V13,urllib3,1.26.5,2.6.3,6 abr 2026,6 abr 2026,,trivy
CVE-2025-66471,HIGH,No,Open,V13,urllib3,1.26.5,2.6.0,6 abr 2026,6 abr 2026,,trivy
CVE-2025-66418,HIGH,No,Open,V13,urllib3,1.26.5,2.6.0,6 abr 2026,6 abr 2026,,trivy
CVE-2023-43804,HIGH,No,Open,V13,urllib3,1.26.5,"2.0.6, 1.26.17",6 abr 2026,6 abr 2026,,trivy
CVE-2026-21441,HIGH,No,Open,V13,urllib3,1.26.19,2.6.3,6 abr 2026,6 abr 2026,,trivy
CVE-2025-66471,HIGH,No,Open,V13,urllib3,1.26.19,2.6.0,6 abr 2026,6 abr 2026,,trivy
CVE-2025-66418,HIGH,No,Open,V13,urllib3,1.26.19,2.6.0,6 abr 2026,6 abr 2026,,trivy
CVE-2025-47273,HIGH,No,Open,V13,setuptools,53.0.0,78.1.1,6 abr 2026,6 abr 2026,,trivy
CVE-2024-6345,HIGH,No,Open,V13,setuptools,53.0.0,70.0.0,6 abr 2026,6 abr 2026,,trivy
CVE-2022-40897,HIGH,No,Open,V13,setuptools,53.0.0,65.5.1,6 abr 2026,6 abr 2026,,trivy
CVE-2026-26007,HIGH,No,Open,V13,cryptography,41.0.7,46.0.5,6 abr 2026,6 abr 2026,,trivy
CVE-2024-26130,HIGH,No,Open,V13,cryptography,41.0.7,42.0.4,6 abr 2026,6 abr 2026,,trivy
CVE-2023-50782,HIGH,No,Open,V13,cryptography,41.0.7,42.0.0,6 abr 2026,6 abr 2026,,trivy
CVE-2024-21907,HIGH,No,Open,rengine,Newtonsoft.Json,12.0.3,13.0.1,6 abr 2026,6 abr 2026,,trivy
CVE-2022-21221,HIGH,No,Open,rengine,github.com/valyala/fasthttp,v1.31.0,1.34.0,6 abr 2026,6 abr 2026,,trivy
CVE-2025-22868,HIGH,No,Open,rengine,golang.org/x/oauth2,v0.18.0,0.27.0,6 abr 2026,6 abr 2026,,trivy
CVE-2024-40641,HIGH,No,Open,rengine,github.com/projectdiscovery/nuclei/v3,v3.2.8,3.3.0,6 abr 2026,6 abr 2026,,trivy
CVE-2025-3445,HIGH,No,Open,rengine,github.com/mholt/archiver,v3.1.1+incompatible,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-21614,HIGH,No,Open,rengine,github.com/go-git/go-git/v5,v5.11.0,5.13.0,6 abr 2026,6 abr 2026,,trivy
CVE-2025-30153,HIGH,No,Open,rengine,github.com/getkin/kin-openapi,v0.123.0,0.131.0,6 abr 2026,6 abr 2026,,trivy
CVE-2026-32285,HIGH,No,Open,rengine,github.com/buger/jsonparser,v1.1.1,1.1.2,6 abr 2026,6 abr 2026,,trivy
CVE-2026-32287,HIGH,No,Open,rengine,github.com/antchfx/xpath,v1.2.4,1.3.6,6 abr 2026,6 abr 2026,,trivy
CVE-2025-59530,HIGH,No,Open,rengine,github.com/quic-go/quic-go,v0.42.0,"0.49.1, 0.54.1",6 abr 2026,6 abr 2026,,trivy
CVE-2022-32149,HIGH,No,Open,rengine,golang.org/x/text,v0.3.6,0.3.8,6 abr 2026,6 abr 2026,,trivy
CVE-2021-38561,HIGH,No,Open,rengine,golang.org/x/text,v0.3.6,0.3.7,6 abr 2026,6 abr 2026,,trivy
CVE-2023-39325,HIGH,No,Open,rengine,golang.org/x/net,v0.0.0-20210614182718-04defd469f4e,0.17.0,6 abr 2026,6 abr 2026,,trivy
CVE-2022-41723,HIGH,No,Open,rengine,golang.org/x/net,v0.0.0-20210614182718-04defd469f4e,0.7.0,6 abr 2026,6 abr 2026,,trivy
CVE-2022-27664,HIGH,No,Open,rengine,golang.org/x/net,v0.0.0-20210614182718-04defd469f4e,0.0.0-20220906165146-f3363e06e74c,6 abr 2026,6 abr 2026,,trivy
CVE-2025-22869,HIGH,No,Open,rengine,golang.org/x/crypto,v0.0.0-20200622213623-75b288015ac9,0.35.0,6 abr 2026,6 abr 2026,,trivy
CVE-2022-27191,HIGH,No,Open,rengine,golang.org/x/crypto,v0.0.0-20200622213623-75b288015ac9,0.0.0-20220314234659-1baeb1ce4c0b,6 abr 2026,6 abr 2026,,trivy
CVE-2021-43565,HIGH,No,Open,rengine,golang.org/x/crypto,v0.0.0-20200622213623-75b288015ac9,0.0.0-20211202192323-5770296d904e,6 abr 2026,6 abr 2026,,trivy
CVE-2020-29652,HIGH,No,Open,rengine,golang.org/x/crypto,v0.0.0-20200622213623-75b288015ac9,0.0.0-20201216223049-8b5274cf687f,6 abr 2026,6 abr 2026,,trivy
CVE-2025-65637,HIGH,No,Open,rengine,github.com/sirupsen/logrus,v1.8.1,"1.8.3, 1.9.1, 1.9.3",6 abr 2026,6 abr 2026,,trivy
CVE-2026-32287,HIGH,No,Open,rengine,github.com/antchfx/xpath,v1.1.8,1.3.6,6 abr 2026,6 abr 2026,,trivy
CVE-2020-25614,HIGH,No,Open,rengine,github.com/antchfx/xmlquery,v1.2.4,1.3.1,6 abr 2026,6 abr 2026,,trivy
CVE-2022-32149,HIGH,No,Open,rengine,golang.org/x/text,v0.3.7,0.3.8,6 abr 2026,6 abr 2026,,trivy
CVE-2023-39325,HIGH,No,Open,rengine,golang.org/x/net,v0.0.0-20220225172249-27dd8689420f,0.17.0,6 abr 2026,6 abr 2026,,trivy
CVE-2022-41723,HIGH,No,Open,rengine,golang.org/x/net,v0.0.0-20220225172249-27dd8689420f,0.7.0,6 abr 2026,6 abr 2026,,trivy
CVE-2022-27664,HIGH,No,Open,rengine,golang.org/x/net,v0.0.0-20220225172249-27dd8689420f,0.0.0-20220906165146-f3363e06e74c,6 abr 2026,6 abr 2026,,trivy
CVE-2026-32287,HIGH,No,Open,rengine,github.com/antchfx/xpath,v1.2.0,1.3.6,6 abr 2026,6 abr 2026,,trivy
CVE-2023-39325,HIGH,No,Open,rengine,golang.org/x/net,v0.8.0,0.17.0,6 abr 2026,6 abr 2026,,trivy
CVE-2025-22869,HIGH,No,Open,rengine,golang.org/x/crypto,v0.19.0,0.35.0,6 abr 2026,6 abr 2026,,trivy
CVE-2025-59530,HIGH,No,Open,rengine,github.com/quic-go/quic-go,v0.37.7,"0.49.1, 0.54.1",6 abr 2026,6 abr 2026,,trivy
